num,apps,num_families,total_secs,pre_allocation_secs,allocation_secs,partial_ilp_seconds,pre_allocation_lower_bound_cost,cost,min_pred_cost,num_vms,failed,timed_out,problem_file,solution_file
322,28,2,0.6445987224578857,0.46864891052246094,0.1701831817626953,0.12637972831726074,8.5605292,11.03824,7.51658962069008,6,False,False,out_scaling/20250319_121751/problem_e_322_a_28_f_2.json,out_scaling/20250319_121751/sol_e_322_a_28_f_2.json
323,91,2,1.7442703247070312,1.1558327674865723,0.5651340484619141,0.19954180717468262,32.949,43.591680000000004,28.660101709181735,12,False,False,out_scaling/20250319_121751/problem_e_323_a_91_f_2.json,out_scaling/20250319_121751/sol_e_323_a_91_f_2.json
324,38,3,180.97348475456238,180.84911799430847,0.11458802223205566,180.2116355895996,7.4449203,8.1118,6.158531602478561,8,False,False,out_scaling/20250319_121751/problem_e_324_a_38_f_3.json,out_scaling/20250319_121751/sol_e_324_a_38_f_3.json
325,20,4,602.6641511917114,602.5267102718353,0.12916278839111328,601.9986836910248,3.384762,4.188680000000001,2.5284469176973543,9,False,True,out_scaling/20250319_121751/problem_e_325_a_20_f_4.json,out_scaling/20250319_121751/sol_e_325_a_20_f_4.json
326,51,2,4.435973405838013,4.085235357284546,0.33493852615356445,3.494915246963501,29.607,35.563520000000004,26.819792328577584,10,False,False,out_scaling/20250319_121751/problem_e_326_a_51_f_2.json,out_scaling/20250319_121751/sol_e_326_a_51_f_2.json
327,86,4,80.04051685333252,79.69237017631531,0.32573843002319336,77.93452882766724,14.995574,18.6564,11.65472985254495,11,False,False,out_scaling/20250319_121751/problem_e_327_a_86_f_4.json,out_scaling/20250319_121751/sol_e_327_a_86_f_4.json
328,42,1,0.9637508392333984,0.2947239875793457,0.6512298583984375,0.051209449768066406,87.664,106.33759999999998,86.76550464629378,17,False,False,out_scaling/20250319_121751/problem_e_328_a_42_f_1.json,out_scaling/20250319_121751/sol_e_328_a_42_f_1.json
329,12,4,8.289478778839111,8.172911167144775,0.11255383491516113,7.84440279006958,2.7274399999999996,3.9114000000000004,1.9174900818241492,9,False,False,out_scaling/20250319_121751/problem_e_329_a_12_f_4.json,out_scaling/20250319_121751/sol_e_329_a_12_f_4.json
330,8,4,0.7553248405456543,0.692133903503418,0.059171438217163086,0.44330835342407227,2.07644,3.51912,1.1702206636720527,6,False,False,out_scaling/20250319_121751/problem_e_330_a_8_f_4.json,out_scaling/20250319_121751/sol_e_330_a_8_f_4.json
331,87,3,2.059889554977417,1.5737624168395996,0.46230530738830566,0.21136164665222168,20.868906,27.136959999999995,17.840563219586983,12,False,False,out_scaling/20250319_121751/problem_e_331_a_87_f_3.json,out_scaling/20250319_121751/sol_e_331_a_87_f_3.json
332,7,4,0.47547173500061035,0.4203193187713623,0.05113530158996582,0.24063539505004883,1.0946,1.5328,0.7069006552706939,3,False,False,out_scaling/20250319_121751/problem_e_332_a_7_f_4.json,out_scaling/20250319_121751/sol_e_332_a_7_f_4.json
333,1,1,0.07730937004089355,0.07329058647155762,0.002009153366088867,0.0361781120300293,1.1520000000000001,1.1520000000000001,1.0856495990892574,2,False,False,out_scaling/20250319_121751/problem_e_333_a_1_f_1.json,out_scaling/20250319_121751/sol_e_333_a_1_f_1.json
334,59,4,602.3337309360504,601.9817154407501,0.33362364768981934,600.7125701904297,12.260885,16.18712,10.06637580685075,13,False,True,out_scaling/20250319_121751/problem_e_334_a_59_f_4.json,out_scaling/20250319_121751/sol_e_334_a_59_f_4.json
335,16,1,0.2895209789276123,0.1788041591644287,0.1041569709777832,0.04541015625,49.315,51.58848,48.96026972675214,7,False,False,out_scaling/20250319_121751/problem_e_335_a_16_f_1.json,out_scaling/20250319_121751/sol_e_335_a_16_f_1.json
336,31,3,3.8750734329223633,3.7659401893615723,0.10085463523864746,3.222989320755005,7.471,8.2506,6.713568506469826,6,False,False,out_scaling/20250319_121751/problem_e_336_a_31_f_3.json,out_scaling/20250319_121751/sol_e_336_a_31_f_3.json
337,97,2,7.742287635803223,7.265970945358276,0.45248985290527344,6.269545793533325,31.522,39.004799999999996,28.061246626274734,10,False,False,out_scaling/20250319_121751/problem_e_337_a_97_f_2.json,out_scaling/20250319_121751/sol_e_337_a_97_f_2.json
338,5,3,0.3356640338897705,0.29375362396240234,0.041910409927368164,0.15958619117736816,0.7664,1.1164,0.32104740914713664,2,False,False,out_scaling/20250319_121751/problem_e_338_a_5_f_3.json,out_scaling/20250319_121751/sol_e_338_a_5_f_3.json
339,16,1,0.25339341163635254,0.15604352951049805,0.09333968162536621,0.04544854164123535,26.784000000000002,28.208000000000002,26.250554471103243,8,False,False,out_scaling/20250319_121751/problem_e_339_a_16_f_1.json,out_scaling/20250319_121751/sol_e_339_a_16_f_1.json
340,3,3,0.24890851974487305,0.22710466384887695,0.019796133041381836,0.0960855484008789,1.02284,1.4212399999999998,0.46347096233639506,3,False,False,out_scaling/20250319_121751/problem_e_340_a_3_f_3.json,out_scaling/20250319_121751/sol_e_340_a_3_f_3.json
341,54,4,601.8702800273895,601.618085861206,0.23724651336669922,600.4631111621857,8.6317965,11.6928,6.555625156971447,12,False,True,out_scaling/20250319_121751/problem_e_341_a_54_f_4.json,out_scaling/20250319_121751/sol_e_341_a_54_f_4.json
